id_venda,id_vendedor,id_produto,produto,categoria,data_venda,quantidade,valor_total,cidade,idEstado
2826,5,3,Headset Gamer 7.1 Surround,Audio,2024-11-22,13,3887.0,Brasilia,7
2827,1,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-08-05,15,2992.5,Natal,20
2828,2,26,Placa de Captura Externa 4K,Video,2025-04-18,28,21840.0,Fortaleza,6
2829,2,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-07-08,12,718.8,Goiania,9
2830,6,1,Mouse Gamer Optico RGB,Mouse,2025-06-26,37,5546.3,Salvador,5
2831,5,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-09-02,38,3416.2,Boa Vista,23
2832,6,11,Teclado Sem Fio Ergonomico,Teclado,2024-11-14,8,1279.92,Recife,17
2833,6,9,Controle Sem Fio para PC,Input Device,2024-12-31,26,5720.0,Boa Vista,23
2834,4,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2024-11-27,23,2067.7,Palmas,27
2835,5,35,Teclado Numerico USB,Teclado,2025-06-19,39,1946.1,Cuiaba,11
2836,6,14,SSD Externo Portatil 500GB,Armazenamento,2024-10-16,13,6357.0,Aracaju,26
2837,5,14,SSD Externo Portatil 500GB,Armazenamento,2024-12-21,16,7824.0,Fortaleza,6
2838,1,28,Teclado de Membrana Silencioso,Teclado,2025-01-22,4,319.6,Fortaleza,6
2839,1,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-11-13,5,1949.95,Florianopolis,24
2840,6,28,Teclado de Membrana Silencioso,Teclado,2025-11-11,18,1438.2,Goiania,9
2841,4,30,Caixa de Som Bluetooth Portatil,Audio,2025-09-22,22,3300.0,Rio de Janeiro,19
2842,4,10,Hub USB-C 7-em-1,Adaptador,2025-06-07,2,259.8,Natal,20
2843,4,36,Mouse sem Fio Silencioso,Mouse,2025-03-25,35,2446.5,Porto Velho,22
2844,5,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-02-05,37,1106.3,Boa Vista,23
2845,4,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-08-06,25,64999.75,Florianopolis,24
2846,2,18,Cabo HDMI 2.1 3 Metros,Cabo,2024-12-11,40,2396.0,Goiania,9
2847,4,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-02-26,8,239.2,Sao Paulo,25
2848,5,10,Hub USB-C 7-em-1,Adaptador,2024-12-06,19,2468.1,Porto Velho,22
2849,3,9,Controle Sem Fio para PC,Input Device,2025-01-28,1,220.0,Belo Horizonte,13
2850,3,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-05-29,14,2793.0,Boa Vista,23
2851,4,34,Dock Station para Notebook,Adaptador,2025-04-10,8,3360.0,Maceio,2
2852,4,35,Teclado Numerico USB,Teclado,2025-03-21,21,1047.9,Rio de Janeiro,19
2853,1,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-06-29,23,1736.5,Vitoria,8
2854,5,3,Headset Gamer 7.1 Surround,Audio,2025-09-12,12,3588.0,Rio de Janeiro,19
2855,1,39,No-break 600VA Bivolt,Energia,2025-09-15,7,2240.0,Maceio,2
2856,3,39,No-break 600VA Bivolt,Energia,2025-08-05,14,4480.0,Florianopolis,24
2857,4,21,Teclado Mecanico Compacto 60%,Teclado,2025-02-27,39,12476.1,Goiania,9
2858,3,27,Webcam 4K Ultra HD,Camera,2025-11-16,33,13167.0,Manaus,4
2859,3,8,Microfone Condensador Profissional,Audio,2025-01-19,15,6750.0,Salvador,5
2860,6,14,SSD Externo Portatil 500GB,Armazenamento,2025-02-18,39,19071.0,Vitoria,8
2861,3,5,Mousepad Grande Speed,Acessorio,2024-11-19,40,1836.0,Recife,17
2862,1,1,Mouse Gamer Optico RGB,Mouse,2025-06-09,15,2248.5,Teresina,18
2863,5,25,Mousepad RGB Extendido,Acessorio,2025-07-29,16,1424.0,Cuiaba,11
2864,6,25,Mousepad RGB Extendido,Acessorio,2025-06-06,36,3204.0,Rio Branco,1
2865,1,9,Controle Sem Fio para PC,Input Device,2025-05-20,11,2420.0,Curitiba,16
2866,3,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-12-28,9,1795.5,Macapa,3
2867,1,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-06-22,36,2156.4,Florianopolis,24
2868,6,36,Mouse sem Fio Silencioso,Mouse,2025-04-18,32,2236.8,Manaus,4
2869,3,8,Microfone Condensador Profissional,Audio,2025-03-06,35,15750.0,Fortaleza,6
2870,2,38,Projetor Portatil Mini LED,Video,2025-06-06,11,12650.0,Manaus,4
2871,1,17,Cadeira Gamer Reclinavel,Mobiliario,2025-06-07,27,32373.0,Sao Paulo,25
2872,1,1,Mouse Gamer Optico RGB,Mouse,2025-09-10,11,1648.9,Palmas,27
2873,5,32,Leitor de Cartao de Memoria,Acessorio,2025-11-30,14,490.0,Teresina,18
2874,4,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-08-26,24,1437.6,Belem,14
2875,4,12,Mouse Vertical Ergonomico,Mouse,2025-11-17,30,2997.0,Macapa,3
2876,6,36,Mouse sem Fio Silencioso,Mouse,2025-05-03,7,489.3,Vitoria,8
2877,1,38,Projetor Portatil Mini LED,Video,2025-08-15,25,28750.0,Sao Luis,10
2878,1,3,Headset Gamer 7.1 Surround,Audio,2025-11-18,31,9269.0,Porto Alegre,21
2879,5,17,Cadeira Gamer Reclinavel,Mobiliario,2025-06-26,3,3597.0,Rio Branco,1
2880,5,17,Cadeira Gamer Reclinavel,Mobiliario,2025-10-30,11,13189.0,Florianopolis,24
2881,2,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-05-09,6,1620.0,Goiania,9
2882,4,9,Controle Sem Fio para PC,Input Device,2024-11-19,23,5060.0,Recife,17
2883,2,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-01-06,23,1736.5,Aracaju,26
2884,1,6,"Monitor Curvo 27"" 144Hz",Monitor,2024-12-19,25,47497.5,Palmas,27
2885,5,1,Mouse Gamer Optico RGB,Mouse,2025-04-27,7,1049.3,Sao Luis,10
2886,4,11,Teclado Sem Fio Ergonomico,Teclado,2025-11-18,35,5599.65,Fortaleza,6
2887,1,38,Projetor Portatil Mini LED,Video,2025-07-18,34,39100.0,Aracaju,26
2888,5,34,Dock Station para Notebook,Adaptador,2024-11-29,27,11340.0,Florianopolis,24
2889,4,1,Mouse Gamer Optico RGB,Mouse,2025-03-28,18,2698.2,Brasilia,7
2890,4,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-05-25,11,2970.0,Recife,17
2891,3,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-11-12,3,269.7,Teresina,18
2892,2,1,Mouse Gamer Optico RGB,Mouse,2025-07-07,5,749.5,Joao Pessoa,15
2893,6,1,Mouse Gamer Optico RGB,Mouse,2025-09-18,15,2248.5,Cuiaba,11
2894,6,10,Hub USB-C 7-em-1,Adaptador,2025-10-07,24,3117.6,Recife,17
2895,1,37,Fone de Ouvido Headband Com Fio,Audio,2025-05-26,18,639.0,Vitoria,8
2896,2,21,Teclado Mecanico Compacto 60%,Teclado,2025-07-02,19,6078.1,Salvador,5
2897,6,38,Projetor Portatil Mini LED,Video,2025-08-19,4,4600.0,Sao Luis,10
2898,3,28,Teclado de Membrana Silencioso,Teclado,2025-03-29,30,2397.0,Brasilia,7
2899,3,25,Mousepad RGB Extendido,Acessorio,2024-10-24,30,2670.0,Goiania,9
2900,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-11-26,1,75.5,Palmas,27
2901,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-11-11,3,1650.0,Fortaleza,6
2902,6,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-02-22,38,98799.62,Macapa,3
2903,5,21,Teclado Mecanico Compacto 60%,Teclado,2025-06-19,11,3518.9,Maceio,2
2904,2,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-11-28,2,779.98,Palmas,27
2905,4,34,Dock Station para Notebook,Adaptador,2025-05-25,13,5460.0,Curitiba,16
2906,6,8,Microfone Condensador Profissional,Audio,2024-11-12,31,13950.0,Manaus,4
2907,5,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-10-05,38,2276.2,Salvador,5
2908,6,35,Teclado Numerico USB,Teclado,2025-03-26,28,1397.2,Goiania,9
2909,2,2,Teclado Mecanico TKL Switch Azul,Teclado,2024-12-14,36,14039.64,Macapa,3
2910,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-11-24,9,4950.0,Goiania,9
2911,1,28,Teclado de Membrana Silencioso,Teclado,2024-12-15,8,639.2,Sao Paulo,25
2912,6,34,Dock Station para Notebook,Adaptador,2025-05-19,40,16800.0,Sao Luis,10
2913,6,23,Headset USB com Microfone Flexivel,Audio,2024-10-21,37,6493.5,Maceio,2
2914,3,7,Caixa de Som USB 2.0,Audio,2024-12-19,19,1615.0,Florianopolis,24
2915,4,27,Webcam 4K Ultra HD,Camera,2025-05-04,11,4389.0,Campo Grande,12
2916,5,23,Headset USB com Microfone Flexivel,Audio,2024-10-05,3,526.5,Manaus,4
2917,2,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-07-24,21,1155.0,Maceio,2
2918,2,25,Mousepad RGB Extendido,Acessorio,2025-09-08,1,89.0,Cuiaba,11
2919,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-10-09,16,8800.0,Palmas,27
2920,3,36,Mouse sem Fio Silencioso,Mouse,2025-05-23,9,629.1,Sao Paulo,25
2921,6,9,Controle Sem Fio para PC,Input Device,2024-12-25,29,6380.0,Aracaju,26
2922,4,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2024-12-30,36,3236.4,Sao Paulo,25
2923,1,11,Teclado Sem Fio Ergonomico,Teclado,2025-01-03,2,319.98,Curitiba,16
2924,3,40,Organizador de Cabos de Silicone (5un),Acessorio,2024-11-04,19,568.1,Boa Vista,23
2925,6,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-11-22,35,13649.65,Brasilia,7
2926,5,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-05-30,26,2337.4,Salvador,5
2927,4,39,No-break 600VA Bivolt,Energia,2025-02-12,11,3520.0,Palmas,27
2928,5,30,Caixa de Som Bluetooth Portatil,Audio,2025-04-06,16,2400.0,Palmas,27
2929,5,39,No-break 600VA Bivolt,Energia,2025-01-28,5,1600.0,Sao Paulo,25
2930,2,26,Placa de Captura Externa 4K,Video,2025-08-05,16,12480.0,Campo Grande,12
2931,4,7,Caixa de Som USB 2.0,Audio,2025-07-05,12,1020.0,Rio de Janeiro,19
2932,5,12,Mouse Vertical Ergonomico,Mouse,2024-10-11,37,3696.3,Fortaleza,6
2933,4,36,Mouse sem Fio Silencioso,Mouse,2025-10-21,31,2166.9,Salvador,5
2934,2,8,Microfone Condensador Profissional,Audio,2025-03-15,32,14400.0,Fortaleza,6
2935,1,32,Leitor de Cartao de Memoria,Acessorio,2025-01-11,34,1190.0,Curitiba,16
2936,6,5,Mousepad Grande Speed,Acessorio,2025-06-12,10,459.0,Sao Luis,10
2937,6,37,Fone de Ouvido Headband Com Fio,Audio,2025-06-30,8,284.0,Belo Horizonte,13
2938,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2024-11-08,6,11399.4,Macapa,3
2939,6,35,Teclado Numerico USB,Teclado,2025-08-20,27,1347.3,Palmas,27
2940,4,35,Teclado Numerico USB,Teclado,2025-08-27,30,1497.0,Joao Pessoa,15
2941,2,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-08-28,3,7799.97,Boa Vista,23
2942,3,3,Headset Gamer 7.1 Surround,Audio,2025-04-24,9,2691.0,Rio de Janeiro,19
2943,5,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-06-04,30,5985.0,Goiania,9
2944,2,29,Mouse Optico Simples USB,Mouse,2025-10-26,10,250.0,Cuiaba,11
2945,4,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-02-10,32,7968.0,Curitiba,16
2946,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-02-21,25,1887.5,Curitiba,16
2947,1,1,Mouse Gamer Optico RGB,Mouse,2025-04-17,13,1948.7,Sao Luis,10
2948,2,17,Cadeira Gamer Reclinavel,Mobiliario,2025-08-08,6,7194.0,Aracaju,26
2949,5,29,Mouse Optico Simples USB,Mouse,2024-12-21,27,675.0,Sao Luis,10
2950,5,38,Projetor Portatil Mini LED,Video,2024-12-06,14,16100.0,Campo Grande,12
2951,3,37,Fone de Ouvido Headband Com Fio,Audio,2025-11-26,28,994.0,Aracaju,26
2952,4,1,Mouse Gamer Optico RGB,Mouse,2024-12-02,30,4497.0,Vitoria,8
2953,5,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-12-31,8,4400.0,Curitiba,16
2954,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-05-01,28,1540.0,Maceio,2
2955,1,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-04-06,30,11699.7,Porto Velho,22
2956,5,27,Webcam 4K Ultra HD,Camera,2025-11-04,29,11571.0,Fortaleza,6
2957,2,30,Caixa de Som Bluetooth Portatil,Audio,2024-10-03,5,750.0,Palmas,27
2958,1,29,Mouse Optico Simples USB,Mouse,2025-03-25,31,775.0,Salvador,5
2959,5,9,Controle Sem Fio para PC,Input Device,2025-05-16,10,2200.0,Teresina,18
2960,2,12,Mouse Vertical Ergonomico,Mouse,2025-11-05,24,2397.6,Campo Grande,12
2961,5,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-11-26,34,88399.66,Sao Paulo,25
2962,1,29,Mouse Optico Simples USB,Mouse,2025-11-12,9,225.0,Sao Paulo,25
2963,2,26,Placa de Captura Externa 4K,Video,2025-06-21,35,27300.0,Belo Horizonte,13
2964,2,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-07-07,22,5940.0,Belo Horizonte,13
2965,1,10,Hub USB-C 7-em-1,Adaptador,2025-11-20,36,4676.4,Belo Horizonte,13
2966,4,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-02-03,28,10919.72,Teresina,18
2967,1,27,Webcam 4K Ultra HD,Camera,2025-09-14,21,8379.0,Curitiba,16
2968,5,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-11-23,38,37962.0,Cuiaba,11
2969,1,10,Hub USB-C 7-em-1,Adaptador,2024-10-06,28,3637.2,Salvador,5
2970,6,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-08-28,4,302.0,Maceio,2
2971,1,3,Headset Gamer 7.1 Surround,Audio,2025-06-07,33,9867.0,Porto Velho,22
2972,5,10,Hub USB-C 7-em-1,Adaptador,2025-10-17,11,1428.9,Porto Alegre,21
2973,6,30,Caixa de Som Bluetooth Portatil,Audio,2025-04-17,7,1050.0,Rio Branco,1
2974,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-05-25,32,60796.8,Rio Branco,1
2975,3,25,Mousepad RGB Extendido,Acessorio,2025-06-23,18,1602.0,Aracaju,26
2976,1,35,Teclado Numerico USB,Teclado,2025-01-19,15,748.5,Curitiba,16
2977,6,8,Microfone Condensador Profissional,Audio,2024-11-18,40,18000.0,Salvador,5
2978,3,5,Mousepad Grande Speed,Acessorio,2025-02-09,19,872.1,Curitiba,16
2979,5,19,Cooler para Notebook com RGB,Refrigeracao,2025-06-26,37,4070.0,Rio Branco,1
2980,5,7,Caixa de Som USB 2.0,Audio,2025-08-09,38,3230.0,Macapa,3
2981,4,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-11-19,17,9350.0,Porto Velho,22
2982,4,32,Leitor de Cartao de Memoria,Acessorio,2025-03-25,2,70.0,Teresina,18
2983,5,36,Mouse sem Fio Silencioso,Mouse,2024-12-01,9,629.1,Brasilia,7
2984,3,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-03-30,10,25999.9,Sao Luis,10
2985,2,21,Teclado Mecanico Compacto 60%,Teclado,2025-08-06,25,7997.5,Porto Velho,22
2986,2,29,Mouse Optico Simples USB,Mouse,2025-04-22,26,650.0,Fortaleza,6
2987,6,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-02-21,34,9180.0,Salvador,5
2988,2,17,Cadeira Gamer Reclinavel,Mobiliario,2025-10-26,7,8393.0,Maceio,2
2989,2,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-03-30,36,68396.4,Sao Paulo,25
2990,5,39,No-break 600VA Bivolt,Energia,2025-08-11,6,1920.0,Cuiaba,11
2991,6,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-04-01,32,1760.0,Macapa,3
2992,4,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-09-06,2,110.0,Vitoria,8
2993,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-02-03,19,10450.0,Belem,14
2994,2,34,Dock Station para Notebook,Adaptador,2025-03-07,5,2100.0,Maceio,2
2995,2,9,Controle Sem Fio para PC,Input Device,2025-06-07,28,6160.0,Macapa,3
2996,6,24,"Monitor Ultrawide 34"" IPS",Monitor,2024-11-06,26,67599.74,Maceio,2
2997,4,34,Dock Station para Notebook,Adaptador,2024-11-27,11,4620.0,Fortaleza,6
2998,3,28,Teclado de Membrana Silencioso,Teclado,2025-01-07,33,2636.7,Aracaju,26
2999,1,9,Controle Sem Fio para PC,Input Device,2025-09-15,22,4840.0,Porto Alegre,21
3000,1,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-05-17,23,687.7,Fortaleza,6
3001,5,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-02-26,10,899.0,Belo Horizonte,13
3002,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-03-15,38,10260.0,Cuiaba,11
3003,2,26,Placa de Captura Externa 4K,Video,2025-05-11,4,3120.0,Porto Velho,22
3004,2,1,Mouse Gamer Optico RGB,Mouse,2025-01-23,6,899.4,Joao Pessoa,15
3005,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-02-18,30,2265.0,Belo Horizonte,13
3006,3,10,Hub USB-C 7-em-1,Adaptador,2025-05-11,6,779.4,Rio Branco,1
3007,1,32,Leitor de Cartao de Memoria,Acessorio,2024-11-23,39,1365.0,Joao Pessoa,15
3008,5,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-08-20,17,16983.0,Brasilia,7
3009,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-06-27,37,7381.5,Maceio,2
3010,6,36,Mouse sem Fio Silencioso,Mouse,2025-08-12,30,2097.0,Vitoria,8
3011,6,12,Mouse Vertical Ergonomico,Mouse,2025-04-18,37,3696.3,Porto Velho,22
3012,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2024-11-09,39,2944.5,Aracaju,26
3013,5,11,Teclado Sem Fio Ergonomico,Teclado,2025-05-04,25,3999.75,Belo Horizonte,13
3014,6,38,Projetor Portatil Mini LED,Video,2025-05-02,3,3450.0,Salvador,5
3015,4,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-04-27,3,747.0,Sao Paulo,25
3016,1,19,Cooler para Notebook com RGB,Refrigeracao,2024-12-30,20,2200.0,Sao Luis,10
3017,3,3,Headset Gamer 7.1 Surround,Audio,2025-04-21,5,1495.0,Brasilia,7
3018,2,28,Teclado de Membrana Silencioso,Teclado,2025-04-29,16,1278.4,Sao Luis,10
3019,1,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-10-03,32,60796.8,Rio Branco,1
3020,6,36,Mouse sem Fio Silencioso,Mouse,2025-06-05,37,2586.3,Teresina,18
3021,2,29,Mouse Optico Simples USB,Mouse,2025-07-23,33,825.0,Cuiaba,11
3022,6,21,Teclado Mecanico Compacto 60%,Teclado,2024-12-15,35,11196.5,Sao Luis,10
3023,2,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-06-08,31,12089.69,Rio de Janeiro,19
3024,6,28,Teclado de Membrana Silencioso,Teclado,2025-08-28,35,2796.5,Florianopolis,24
3025,5,33,Stylus Pen Ativa para Tablets/PC,Input Device,2024-10-27,9,2430.0,Belo Horizonte,13
3026,3,36,Mouse sem Fio Silencioso,Mouse,2025-02-24,40,2796.0,Boa Vista,23
3027,2,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-10-02,14,26598.6,Belo Horizonte,13
3028,4,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-01-13,21,8189.79,Sao Paulo,25
3029,2,34,Dock Station para Notebook,Adaptador,2025-03-18,28,11760.0,Boa Vista,23
3030,2,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-02-18,32,31968.0,Manaus,4
3031,3,11,Teclado Sem Fio Ergonomico,Teclado,2025-05-20,20,3199.8,Joao Pessoa,15
3032,3,17,Cadeira Gamer Reclinavel,Mobiliario,2025-08-06,18,21582.0,Recife,17
3033,6,35,Teclado Numerico USB,Teclado,2025-08-15,22,1097.8,Florianopolis,24
3034,3,35,Teclado Numerico USB,Teclado,2025-08-05,2,99.8,Curitiba,16
3035,1,29,Mouse Optico Simples USB,Mouse,2025-03-04,16,400.0,Rio de Janeiro,19
3036,1,39,No-break 600VA Bivolt,Energia,2025-04-04,40,12800.0,Goiania,9
3037,4,38,Projetor Portatil Mini LED,Video,2025-03-19,4,4600.0,Recife,17
3038,1,3,Headset Gamer 7.1 Surround,Audio,2025-04-24,11,3289.0,Cuiaba,11
3039,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-07-06,26,1963.0,Macapa,3
3040,2,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-10-12,39,74096.1,Porto Alegre,21
3041,3,10,Hub USB-C 7-em-1,Adaptador,2025-07-25,7,909.3,Recife,17
3042,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-06-02,24,45597.6,Porto Velho,22
3043,4,38,Projetor Portatil Mini LED,Video,2025-05-11,2,2300.0,Teresina,18
3044,6,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-09-05,10,599.0,Natal,20
3045,5,11,Teclado Sem Fio Ergonomico,Teclado,2025-10-25,17,2719.83,Teresina,18
3046,1,33,Stylus Pen Ativa para Tablets/PC,Input Device,2024-10-14,2,540.0,Teresina,18
3047,4,36,Mouse sem Fio Silencioso,Mouse,2025-07-22,6,419.4,Brasilia,7
3048,4,12,Mouse Vertical Ergonomico,Mouse,2025-03-07,7,699.3,Florianopolis,24
3049,6,23,Headset USB com Microfone Flexivel,Audio,2025-03-04,39,6844.5,Goiania,9
3050,3,28,Teclado de Membrana Silencioso,Teclado,2024-12-22,35,2796.5,Porto Velho,22
3051,1,1,Mouse Gamer Optico RGB,Mouse,2025-07-22,27,4047.3,Sao Paulo,25
3052,6,11,Teclado Sem Fio Ergonomico,Teclado,2025-04-08,38,6079.62,Manaus,4
3053,4,28,Teclado de Membrana Silencioso,Teclado,2025-09-08,22,1757.8,Rio de Janeiro,19
3054,4,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-03-06,21,1887.9,Sao Paulo,25
3055,4,25,Mousepad RGB Extendido,Acessorio,2025-01-12,39,3471.0,Rio Branco,1
3056,6,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-09-08,34,64596.6,Natal,20
3057,3,39,No-break 600VA Bivolt,Energia,2025-03-23,18,5760.0,Campo Grande,12
3058,1,39,No-break 600VA Bivolt,Energia,2025-08-05,36,11520.0,Campo Grande,12
3059,6,36,Mouse sem Fio Silencioso,Mouse,2025-04-23,20,1398.0,Manaus,4
3060,6,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-08-19,10,2700.0,Sao Luis,10
3061,1,30,Caixa de Som Bluetooth Portatil,Audio,2024-11-17,5,750.0,Florianopolis,24
3062,1,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-09-27,20,51999.8,Sao Luis,10
3063,6,28,Teclado de Membrana Silencioso,Teclado,2025-01-13,22,1757.8,Aracaju,26
3064,5,8,Microfone Condensador Profissional,Audio,2024-10-29,38,17100.0,Boa Vista,23
3065,1,8,Microfone Condensador Profissional,Audio,2025-11-27,28,12600.0,Sao Paulo,25
3066,3,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-09-05,17,32298.3,Palmas,27
3067,6,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-10-31,12,11988.0,Joao Pessoa,15
3068,1,34,Dock Station para Notebook,Adaptador,2025-07-31,18,7560.0,Belem,14
3069,4,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-10-19,21,1257.9,Teresina,18
3070,5,15,Impressora Multifuncional Tanque de Tinta,Impressora,2024-12-06,38,37962.0,Campo Grande,12
3071,6,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-05-09,29,11309.71,Porto Velho,22
3072,2,23,Headset USB com Microfone Flexivel,Audio,2025-04-08,25,4387.5,Porto Velho,22
3073,6,7,Caixa de Som USB 2.0,Audio,2024-11-07,33,2805.0,Goiania,9
3074,3,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-02-23,18,1078.2,Vitoria,8
3075,6,26,Placa de Captura Externa 4K,Video,2025-11-12,24,18720.0,Aracaju,26
3076,2,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-05-24,9,809.1,Fortaleza,6
3077,4,38,Projetor Portatil Mini LED,Video,2025-08-16,6,6900.0,Aracaju,26
3078,5,29,Mouse Optico Simples USB,Mouse,2025-11-23,34,850.0,Porto Velho,22
3079,2,11,Teclado Sem Fio Ergonomico,Teclado,2025-01-07,29,4639.71,Campo Grande,12
3080,2,21,Teclado Mecanico Compacto 60%,Teclado,2025-03-19,2,639.8,Recife,17
3081,3,17,Cadeira Gamer Reclinavel,Mobiliario,2025-10-16,11,13189.0,Brasilia,7
3082,3,3,Headset Gamer 7.1 Surround,Audio,2025-11-09,37,11063.0,Palmas,27
3083,1,5,Mousepad Grande Speed,Acessorio,2025-07-26,18,826.2,Natal,20
3084,6,26,Placa de Captura Externa 4K,Video,2025-09-23,7,5460.0,Rio Branco,1
3085,6,21,Teclado Mecanico Compacto 60%,Teclado,2024-10-17,37,11836.3,Belo Horizonte,13
3086,4,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-03-08,21,1155.0,Porto Alegre,21
3087,3,32,Leitor de Cartao de Memoria,Acessorio,2025-05-24,9,315.0,Florianopolis,24
3088,5,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-02-13,8,15199.2,Macapa,3
3089,4,9,Controle Sem Fio para PC,Input Device,2025-10-19,31,6820.0,Cuiaba,11
3090,6,5,Mousepad Grande Speed,Acessorio,2025-05-30,7,321.3,Porto Alegre,21
3091,3,37,Fone de Ouvido Headband Com Fio,Audio,2025-03-29,26,923.0,Joao Pessoa,15
3092,1,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-10-09,21,1887.9,Rio Branco,1
3093,4,30,Caixa de Som Bluetooth Portatil,Audio,2025-04-18,34,5100.0,Natal,20
3094,6,7,Caixa de Som USB 2.0,Audio,2025-05-24,11,935.0,Macapa,3
3095,2,26,Placa de Captura Externa 4K,Video,2025-09-10,22,17160.0,Aracaju,26
3096,1,28,Teclado de Membrana Silencioso,Teclado,2025-06-06,12,958.8,Florianopolis,24
3097,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-08-08,8,2160.0,Vitoria,8
3098,6,3,Headset Gamer 7.1 Surround,Audio,2025-04-04,25,7475.0,Salvador,5
3099,1,21,Teclado Mecanico Compacto 60%,Teclado,2024-12-05,27,8637.3,Boa Vista,23
3100,2,39,No-break 600VA Bivolt,Energia,2024-10-22,28,8960.0,Aracaju,26
3101,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-11-02,36,7182.0,Goiania,9
3102,3,9,Controle Sem Fio para PC,Input Device,2025-04-20,3,660.0,Natal,20
